id;behavioral/mechanistic;Syntactic_phenomena;Notes_exclude;exclude;model;causal, bidir;language;language_tested;Avg. Performance;Benchmarks;Benchmarks;Dependency parsing & constituency;Dependency parsing & constituency;Dependency parsing & constituency;Dependency parsing & constituency;Hierarchical structure;Hierarchical structure;Hierarchical structure;Hierarchical structure;Word order;Agreement & feature-checking;Agreement & feature-checking;Agreement & feature-checking;Agreement & feature-checking;Agreement & feature-checking;Agreement & feature-checking;Agreement & feature-checking;Agreement & feature-checking;Agreement & feature-checking;Agreement & feature-checking;POS & other lexical properties;POS & other lexical properties;Negation & NPIs;Negation & NPIs;Binding & coreference;Binding & coreference;Binding & coreference;Ellipsis & filler–gap dependencies;Ellipsis & filler–gap dependencies;Ellipsis & filler–gap dependencies;Typology;Argument structure & constructions;Argument structure & constructions;Argument structure & constructions;Argument structure & constructions;notes;
614;behavioral;;;;mGPT-1.3B;causal;['basque', 'hindi', 'swahili'];Swahili;;;;;;;;;;;;;0.408;0.564;0.527;0.594;0.444;0.668;;;;;;;;;;;;;;;;;;;;;
614;behavioral;;;;mGPT-13B;causal;['basque', 'hindi', 'swahili'];Basque;;;;;;;;;;;;;0.991;0.988;0.794;0.994;0.999;0.861;0.916;0.836;;;;;;;;;;;;;;;;;;;
614;behavioral;;;;mGPT-13B;causal;['basque', 'hindi', 'swahili'];Hindi;;;;;;;;;;;;;0.95;0.929;0.944;0.805;0.922;0.938;;;;;;;;;;;;;;;;;;;;;
614;behavioral;;;;mGPT-13B;causal;['basque', 'hindi', 'swahili'];Swahili;;;;;;;;;;;;;0.481;0.594;0.542;0.61;0.494;0.709;;;;;;;;;;;;;;;;;;;;;
614;behavioral;;;;bloom;causal;['basque', 'hindi', 'swahili'];Basque;;;;;;;;;;;;;0.997;0.983;0.914;0.993;0.995;0.923;0.908;0.922;;;;;;;;;;;;;;;;;;;
614;behavioral;;;;bloom;causal;['basque', 'hindi', 'swahili'];Hindi;;;;;;;;;;;;;0.905;0.942;0.942;0.908;0.941;0.919;;;;;;;;;;;;;;;;;;;;;
614;behavioral;;;;bloom;causal;['basque', 'hindi', 'swahili'];Swahili;;;;;;;;;;;;;0.416;0.523;0.484;0.548;0.432;0.552;;;;;;;;;;;;;;;;;;;;;
614;behavioral;;;;xglm-7.5B;causal;['basque', 'hindi', 'swahili'];Basque;;;;;;;;;;;;;0.966;0.928;0.931;0.932;0.998;0.885;0.796;0.87;;;;;;;;;;;;;;;;;;;
614;behavioral;;;;xglm-7.5B;causal;['basque', 'hindi', 'swahili'];Hindi;;;;;;;;;;;;;0.826;0.828;0.827;0.94;0.956;0.963;;;;;;;;;;;;;;;;;;;;;
614;behavioral;;;;xglm-7.5B;causal;['basque', 'hindi', 'swahili'];Swahili;;;;;;;;;;;;;0.527;0.586;0.529;0.595;0.607;0.764;;;;;;;;;;;;;;;;;;;;;
614;behavioral;;;;mBERT;bidir;['basque', 'hindi', 'swahili'];Basque;;;;;;;;;;;;;0.754;0.662;0.358;0.282;0.497;0.558;0.566;0.766;;;;;;;;;;;;;;;;;;;
614;behavioral;;;;mBERT;bidir;['basque', 'hindi', 'swahili'];Hindi;;;;;;;;;;;;;0.361;0.397;0.429;0.811;0.807;0.832;;;;;;;;;;;;;;;;;;;;;
614;behavioral;;;;mBERT;bidir;['basque', 'hindi', 'swahili'];Swahili;;;;;;;;;;;;;0.458;0.554;0.538;0.561;0.451;0.532;;;;;;;;;;;;;;;;;;;;;
614;behavioral;;;;xlmr-base;bidir;['basque', 'hindi', 'swahili'];Basque;;;;;;;;;;;;;0.661;0.596;0.597;0.465;0.64;0.659;0.384;0.728;;;;;;;;;;;;;;;;;;;
614;behavioral;;;;xlmr-base;bidir;['basque', 'hindi', 'swahili'];Hindi;;;;;;;;;;;;;0.764;0.831;0.836;0.864;0.854;0.874;;;;;;;;;;;;;;;;;;;;;
614;behavioral;;;;xlmr-base;bidir;['basque', 'hindi', 'swahili'];Swahili;;;;;;;;;;;;;0.488;0.518;0.504;0.513;0.495;0.57;;;;;;;;;;;;;;;;;;;;;
618;behavioral;Hierarchical structure, word order; report success rate ?;1;Gemma2;causal;['monoling-english'];English;;;;;;;;0.19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Table 1 0shot Avg;
618;behavioral;;;1;Gemma7;causal;['monoling-english'];English;;;;;;;;0.26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Table 1 0shot Avg;
618;behavioral;;;1;Llama7;causal;['monoling-english'];English;;;;;;;;0.24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Table 1 0shot Avg;
618;behavioral;;;1;Llama15;causal;['monoling-english'];English;;;;;;;;0.27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Table 1 0shot Avg;
618;behavioral;;;1;Mistral;causal;['monoling-english'];English;;;;;;;;0.37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Table 1 0shot Avg;
619;behavioral;Dependency parsing and constituency;;;chatgpt;causal;['monoling-english'];English;;;;0.87;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Figure 2;
619;behavioral;;;;gemini;causal;['monoling-english'];English;;;;0.85;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Figure 2;
623;behavioral;Benchmark;;;Llama-3 ;causal;['chinese', 'english'];English;;0.736;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Table 3 Yes/No prob comp;
623;behavioral;;;;Llama-3-Inst.;causal;['chinese', 'english'];English;;0.889;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Table 3 Yes/No prob comp;
623;behavioral;;;;Mixtral;causal;['chinese', 'english'];English;;0.841;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Table 3 Yes/No prob comp;
623;behavioral;;;;Mixtral-Inst. ;causal;['chinese', 'english'];English;;0.84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Table 3 Yes/No prob comp;
623;behavioral;;;;Qwen2-57B-A14B;causal;['chinese', 'english'];English;;0.89;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Table 3 Yes/No prob comp;
623;behavioral;;;;Qwen2-Inst;causal;['chinese', 'english'];English;;0.868;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Table 3 Yes/No prob comp;
623;behavioral;;;;Llama-3 ;causal;['chinese', 'english'];Chinese;;0.857;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Table 3 In-template LP;
623;behavioral;;;;Llama-3-Inst.;causal;['chinese', 'english'];Chinese;;0.829;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Table 3 In-template LP;
623;behavioral;;;;Mixtral;causal;['chinese', 'english'];Chinese;;0.874;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Table 3 In-template LP;
623;behavioral;;;;Mixtral-Inst. ;causal;['chinese', 'english'];Chinese;;0.868;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Table 3 In-template LP;
623;behavioral;;;;Qwen2-57B-A14B;causal;['chinese', 'english'];Chinese;;0.879;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Table 3 In-template LP;
623;behavioral;;;;Qwen2-Inst;causal;['chinese', 'english'];Chinese;;0.862;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Table 3 In-template LP;
626;behavioral;Argument Structure and other Constructions, Agreement and feature-checking, POS, word order;do not report accuracy (recall);1;;causal;['monoling-english'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
630;behavioral;POS, Dependency parsing and constituency;do not report accuracy (F1);1;;causal;['monoling-english'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
632;behavioral;Dependency parsing and constituency;do not report accuracy;1;;causal;['monoling-english'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
636;behavioral;Argument Structure and other Constructions, Binding, Agreement and feature-checking;;;Beto base;bidir;[spanish, galician];Spanish;;;;;;;;;;;;;0.78;;;;;;;;;;;;;;;;;;;;;;;;;Table 5;
636;behavioral;;;;Roberta base;bidir;[spanish, galician];Spanish;;;;;;;;;;;;;0.77;;;;;;;;;;;;;;;;;;;;;;;;;Table 5;
636;behavioral;;;;Roberta large;bidir;[spanish, galician];Spanish;;;;;;;;;;;;;0.83;;;;;;;;;;;;;;;;;;;;;;;;;Table 5;
636;behavioral;;;;mBert base;bidir;[spanish, galician];Spanish;;;;;;;;;;;;;0.63;;;;;;;;;;;;;;;;;;;;;;;;;Table 5;
636;behavioral;;;;XLM Roberta base;bidir;[spanish, galician];Spanish;;;;;;;;;;;;;0.78;;;;;;;;;;;;;;;;;;;;;;;;;Table 5;
636;behavioral;;;;XLM Roberta large;bidir;[spanish, galician];Spanish;;;;;;;;;;;;;0.82;;;;;;;;;;;;;;;;;;;;;;;;;Table 5;
636;behavioral;;;;Berthino small;bidir;[spanish, galician];Galician;;;;;;;;;;;;;0.63;;;;;;;;;;;;;;;;;;;;;;;;;Table 5;
636;behavioral;;;;Berthino base;bidir;[spanish, galician];Galician;;;;;;;;;;;;;0.61;;;;;;;;;;;;;;;;;;;;;;;;;Table 5;
636;behavioral;;;;BERT small;bidir;[spanish, galician];Galician;;;;;;;;;;;;;0.71;;;;;;;;;;;;;;;;;;;;;;;;;Table 5;
636;behavioral;;;;BERT base;bidir;[spanish, galician];Galician;;;;;;;;;;;;;0.74;;;;;;;;;;;;;;;;;;;;;;;;;Table 5;
636;behavioral;;;;mBert base;bidir;[spanish, galician];Galician;;;;;;;;;;;;;0.6;;;;;;;;;;;;;;;;;;;;;;;;;Table 5;
636;behavioral;;;;XLM Roberta base;bidir;[spanish, galician];Galician;;;;;;;;;;;;;0.78;;;;;;;;;;;;;;;;;;;;;;;;;Table 5;
636;behavioral;;;;XLM Roberta large;bidir;[spanish, galician];Galician;;;;;;;;;;;;;0.82;;;;;;;;;;;;;;;;;;;;;;;;;Table 5;
635;behavioral;Benchmark, Agreement and feature-checking;;;Llama3 8B;causal;;Abkhazian;;;;;;;;;;;;;0.65;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Llama3 8B;causal;;Akuntsu;;;;;;;;;;;;;0.357;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Llama3 8B;causal;;Albanian;;;;;;;;;;;;;0.86;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Llama3 8B;causal;;Amharic;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Llama3 8B;causal;;Ancient Greek;;;;;;;;;;;;;0.868;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Llama3 8B;causal;;Ancient Hebrew;;;;;;;;;;;;;0.869;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Llama3 8B;causal;;Apurinã;;;;;;;;;;;;;0.964;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Llama3 8B;causal;;Armenian;;;;;;;;;;;;;0.965;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Llama3 8B;causal;;Basque;;;;;;;;;;;;;0.941;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Llama3 8B;causal;;Belarusian;;;;;;;;;;;;;0.892;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Llama3 8B;causal;;Bengali;;;;;;;;;;;;;0.905;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Llama3 8B;causal;;Bhojpuri;;;;;;;;;;;;;0.853;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Llama3 8B;causal;;Borôro;;;;;;;;;;;;;0.66;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Llama3 8B;causal;;Breton;;;;;;;;;;;;;0.946;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Llama3 8B;causal;;Bulgarian;;;;;;;;;;;;;0.936;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Llama3 8B;causal;;Buriat;;;;;;;;;;;;;0.68;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Llama3 8B;causal;;Catalan;;;;;;;;;;;;;0.948;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Llama3 8B;causal;;Church Slavonic;;;;;;;;;;;;;0.637;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Llama3 8B;causal;;Classical Armenian;;;;;;;;;;;;;0.7;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Llama3 8B;causal;;Czech;;;;;;;;;;;;;0.921;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Llama3 8B;causal;;Danish;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Llama3 8B;causal;;Dutch;;;;;;;;;;;;;0.961;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Llama3 8B;causal;;Egyptian (Ancient);;;;;;;;;;;;;0.5;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Llama3 8B;causal;;English;;;;;;;;;;;;;0.994;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Llama3 8B;causal;;Erzya;;;;;;;;;;;;;0.522;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Llama3 8B;causal;;Estonian;;;;;;;;;;;;;0.796;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Llama3 8B;causal;;Faroese;;;;;;;;;;;;;0.797;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Llama3 8B;causal;;Finnish;;;;;;;;;;;;;0.914;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Llama3 8B;causal;;French;;;;;;;;;;;;;0.987;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Llama3 8B;causal;;Galician;;;;;;;;;;;;;0.899;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Llama3 8B;causal;;Georgian;;;;;;;;;;;;;0.975;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Llama3 8B;causal;;German;;;;;;;;;;;;;0.98;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Llama3 8B;causal;;Gheg Albanian;;;;;;;;;;;;;0.728;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Llama3 8B;causal;;Gothic;;;;;;;;;;;;;0.683;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Llama3 8B;causal;;Gujarati;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Llama3 8B;causal;;Hebrew;;;;;;;;;;;;;0.881;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Llama3 8B;causal;;H-P Nahuatl;;;;;;;;;;;;;0.691;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Llama3 8B;causal;;Hindi;;;;;;;;;;;;;0.993;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Llama3 8B;causal;;Hittite;;;;;;;;;;;;;0.62;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Llama3 8B;causal;;Hungarian;;;;;;;;;;;;;0.973;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Llama3 8B;causal;;Icelandic;;;;;;;;;;;;;0.853;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Llama3 8B;causal;;Irish;;;;;;;;;;;;;0.821;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Llama3 8B;causal;;Italian;;;;;;;;;;;;;0.962;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Llama3 8B;causal;;K’iche’;;;;;;;;;;;;;0.695;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Llama3 8B;causal;;Kangri;;;;;;;;;;;;;0.779;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Llama3 8B;causal;;Karelian;;;;;;;;;;;;;0.658;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Llama3 8B;causal;;Karo (Ethiopia);;;;;;;;;;;;;0.45;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Llama3 8B;causal;;Kazakh;;;;;;;;;;;;;0.873;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Llama3 8B;causal;;Kirghiz;;;;;;;;;;;;;0.951;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Llama3 8B;causal;;Komi-Permyak;;;;;;;;;;;;;0.605;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Llama3 8B;causal;;Komi-Zyrian;;;;;;;;;;;;;0.684;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Llama3 8B;causal;;Latin;;;;;;;;;;;;;0.87;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Llama3 8B;causal;;Latvian;;;;;;;;;;;;;0.825;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Llama3 8B;causal;;Ligurian;;;;;;;;;;;;;0.728;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Llama3 8B;causal;;Lithuanian;;;;;;;;;;;;;0.936;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Llama3 8B;causal;;Livvi;;;;;;;;;;;;;0.795;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Llama3 8B;causal;;Low German;;;;;;;;;;;;;0.716;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Llama3 8B;causal;;Macedonian;;;;;;;;;;;;;0.949;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Llama3 8B;causal;;Marathi;;;;;;;;;;;;;0.817;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Llama3 8B;causal;;Middle French;;;;;;;;;;;;;0.969;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Llama3 8B;causal;;Modern Greek;;;;;;;;;;;;;0.979;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Llama3 8B;causal;;Moksha;;;;;;;;;;;;;0.561;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Llama3 8B;causal;;Nhengatu;;;;;;;;;;;;;0.594;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Llama3 8B;causal;;Nigerian Pidgin;;;;;;;;;;;;;0.923;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Llama3 8B;causal;;Northern Kurdish;;;;;;;;;;;;;0.857;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Llama3 8B;causal;;Northern Sami;;;;;;;;;;;;;0.682;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Llama3 8B;causal;;Old French;;;;;;;;;;;;;0.783;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Llama3 8B;causal;;Old Russian;;;;;;;;;;;;;0.769;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Llama3 8B;causal;;Ottoman Turkish;;;;;;;;;;;;;0.96;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Llama3 8B;causal;;Persian;;;;;;;;;;;;;0.948;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Llama3 8B;causal;;Phrygian;;;;;;;;;;;;;0.92;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Llama3 8B;causal;;Polish;;;;;;;;;;;;;0.939;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Llama3 8B;causal;;Portuguese;;;;;;;;;;;;;0.969;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Llama3 8B;causal;;Romanian;;;;;;;;;;;;;0.954;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Llama3 8B;causal;;Russian;;;;;;;;;;;;;0.974;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Llama3 8B;causal;;Sanskrit;;;;;;;;;;;;;0.762;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Llama3 8B;causal;;Scottish Gaelic;;;;;;;;;;;;;0.924;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Llama3 8B;causal;;Serbo-Croatian;;;;;;;;;;;;;0.94;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Llama3 8B;causal;;Skolt Sami;;;;;;;;;;;;;0.783;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Llama3 8B;causal;;Slovak;;;;;;;;;;;;;0.855;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Llama3 8B;causal;;Slovenian;;;;;;;;;;;;;0.864;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Llama3 8B;causal;;Spanish;;;;;;;;;;;;;0.978;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Llama3 8B;causal;;Standard Arabic;;;;;;;;;;;;;0.91;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Llama3 8B;causal;;Swedish;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Llama3 8B;causal;;Tamil;;;;;;;;;;;;;0.979;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Llama3 8B;causal;;Tektiteko;;;;;;;;;;;;;0.42;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Llama3 8B;causal;;Tupinambá;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Llama3 8B;causal;;Turkish;;;;;;;;;;;;;0.893;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Llama3 8B;causal;;Uighur;;;;;;;;;;;;;0.751;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Llama3 8B;causal;;Ukrainian;;;;;;;;;;;;;0.945;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Llama3 8B;causal;;Upper Sorbian;;;;;;;;;;;;;0.715;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Llama3 8B;causal;;Urdu;;;;;;;;;;;;;0.967;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Llama3 8B;causal;;Urubú-Kaapor;;;;;;;;;;;;;0.462;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Llama3 8B;causal;;Uzbek;;;;;;;;;;;;;0.94;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Llama3 8B;causal;;Veps;;;;;;;;;;;;;0.695;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Llama3 8B;causal;;Warlpiri;;;;;;;;;;;;;0.25;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Llama3 8B;causal;;Welsh;;;;;;;;;;;;;0.902;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Llama3 8B;causal;;Western Armenian;;;;;;;;;;;;;0.941;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Llama3 8B;causal;;Wolof;;;;;;;;;;;;;0.85;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Llama3 8B;causal;;Yakut;;;;;;;;;;;;;0.785;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Llama3 8B;causal;;Tenango Nahuatl;;;;;;;;;;;;;0.526;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Llama3 70B;causal;;Abkhazian;;;;;;;;;;;;;0.7;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Llama3 70B;causal;;Akuntsu;;;;;;;;;;;;;0.429;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Llama3 70B;causal;;Albanian;;;;;;;;;;;;;0.885;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Llama3 70B;causal;;Amharic;;;;;;;;;;;;;0.982;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Llama3 70B;causal;;Ancient Greek;;;;;;;;;;;;;0.908;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Llama3 70B;causal;;Ancient Hebrew;;;;;;;;;;;;;0.918;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Llama3 70B;causal;;Apurinã;;;;;;;;;;;;;0.964;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Llama3 70B;causal;;Armenian;;;;;;;;;;;;;0.984;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Llama3 70B;causal;;Basque;;;;;;;;;;;;;0.952;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Llama3 70B;causal;;Belarusian;;;;;;;;;;;;;0.931;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Llama3 70B;causal;;Bengali;;;;;;;;;;;;;0.952;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Llama3 70B;causal;;Bhojpuri;;;;;;;;;;;;;0.824;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Llama3 70B;causal;;Borôro;;;;;;;;;;;;;0.647;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Llama3 70B;causal;;Breton;;;;;;;;;;;;;0.95;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Llama3 70B;causal;;Bulgarian;;;;;;;;;;;;;0.96;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Llama3 70B;causal;;Buriat;;;;;;;;;;;;;0.738;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Llama3 70B;causal;;Catalan;;;;;;;;;;;;;0.961;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Llama3 70B;causal;;Church Slavonic;;;;;;;;;;;;;0.681;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Llama3 70B;causal;;Classical Armenian;;;;;;;;;;;;;0.754;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Llama3 70B;causal;;Czech;;;;;;;;;;;;;0.957;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Llama3 70B;causal;;Danish;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Llama3 70B;causal;;Dutch;;;;;;;;;;;;;0.977;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Llama3 70B;causal;;Egyptian (Ancient);;;;;;;;;;;;;0.455;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Llama3 70B;causal;;English;;;;;;;;;;;;;0.99;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Llama3 70B;causal;;Erzya;;;;;;;;;;;;;0.569;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Llama3 70B;causal;;Estonian;;;;;;;;;;;;;0.867;;;;;;;;;;;;;;;;;;;;;;;;;;
